(1H)2(17O),[17OH2],InChI=1S/H2O/h1H2/i1+1,XLYOFNOQVPJJNP-OUBTZVSYSA-N,19.01478176,3.15747880E-26,10.5281/zenodo.5716820
(1H)2(18O),[18OH2],InChI=1S/H2O/h1H2/i1+2,XLYOFNOQVPJJNP-NJFSPNSNSA-N,20.01481106,3.32353757E-26,10.5281/zenodo.5716822
(1H)2(16O)2,O-O,InChI=1S/H2O2/c1-2/h1-2H,MHAJPDPJQMAIIY-UHFFFAOYSA-N,34.0054793,5.64674269E-26,10.5281/zenodo.5716870
(1H)2(32S),S,InChI=1S/H2S/h1H2,RWSOTUBLDIXVET-UHFFFAOYSA-N,33.98772106,5.64379387E-26,10.5281/zenodo.5716826
(1H)(2H)+,,InChI=1S/H2/h1H/i1+1/q+1,UFHFLCQGNIYNRP-FPPRTSDESA-N,3.02137823,5.01711659E-27,10.3847/1538-4357/ab1f65
(1H)3(16O)+,[OH3+],InChI=1S/H2O/h1H2/p+1,XLYOFNOQVPJJNP-UHFFFAOYSA-O,19.01784114,3.15798682E-26,10.1093/mnras/staa2034
(1H)2(2H)+,,InChI=1S/H3/c1-2-3-1/i1+1/q+1,FVJJEQURJXHDEY-FPPRTSDESA-N,4.029203263,6.69064943E-27,10.1093/mnras/stx502
(1H)3+,,InChI=1S/H3/c1-2-3-1/q+1,RQZCXKHVAUFVMF-UHFFFAOYSA-N,3.022926516,5.01968758E-27,10.1093/mnras/stx502
(2H)2(1H)+,,"InChI=1S/H3/c1-2-3-1/i1+1,2+1/q+1",FVJJEQURJXHDEY-BQFQGQKJSA-N,5.035480009,8.36161129E-27,10.1093/mnras/stx502
(2H)3+,,"InChI=1S/H3/c1-2-3-1/i1+1,2+1,3+1/q+1",FVJJEQURJXHDEY-PDOFMICISA-N,6.041756754,1.00325731E-26,10.1093/mnras/stx502
(1H)(10B)(16O),[1H][10B][16O],"InChI=1S/BHO/c1-2/h1H/i1-1H,2+0",UXUFOKFTFHRQTE-DGVCANLMSA-N,27.01567665,4.48605866E-26,10.1039/D3CP05997A
(1H)(11B)(16O),[1H][11B][16O],"InChI=1S/BHO/c1-2/h1H/i1+0H,2+0",UXUFOKFTFHRQTE-VWHNNAKVSA-N,28.01204505,4.65150952E-26,10.1039/D3CP05997A
(1H)(79Br),[1H][79Br],InChI=1S/BrH/h1H/i1-1/hH,CPELXLSAUQHCOX-OXEALATOSA-N,79.92616213,1.32720515E-25,10.1016/j.jqsrt.2013.07.002
(1H)(35Cl),[1H][35Cl],InChI=1S/ClH/h1H/i1+0/hH,VEXZGXHMUGYJMC-LEAUUUNSSA-N,35.97667771,5.97406789E-26,0.1016/j.jqsrt.2017.06.038
(1H)(37Cl),[1H][37Cl],InChI=1S/ClH/h1H/i1+2/hH,VEXZGXHMUGYJMC-OXEDXLFZSA-N,37.97372762,6.30568583E-26,0.1016/j.jqsrt.2017.06.038
(2H)(35Cl),[2H][35Cl],InChI=1S/ClH/h1H/i1+0/hD,VEXZGXHMUGYJMC-MCXKOXQDSA-N,36.98295446,6.14116408E-26,0.1016/j.jqsrt.2017.06.038
(2H)(37Cl),[2H][37Cl],InChI=1S/ClH/h1H/i1+2/hD,VEXZGXHMUGYJMC-DQGQKLTASA-N,38.98000437,6.47278202E-26,0.1016/j.jqsrt.2017.06.038
(1H)(12C)(14N),C#N,InChI=1S/CHN/c1-2/h1H,LELOWRISYMNNSU-UHFFFAOYSA-N,27.01089903,4.48526531E-26,10.5281/zenodo.5716828
(3He)(1H)+,,InChI=1S/HHe/h1H/q+1/i1-1,HSFAAVLNFOAYQX-BJUDXGSMSA-N,4.023305774,6.68085642E-27,10.3847/1538-4357/ab1f65
(3He)(2H)+,,InChI=1S/HHe/h1H/q+1/i1-1D,HSFAAVLNFOAYQX-QIAWKQIGSA-N,5.02958252,8.35181827E-27,10.3847/1538-4357/ab1f65
(4He)(1H)+,,InChI=1S/HHe/h1H/q+1,HSFAAVLNFOAYQX-UHFFFAOYSA-N,5.009879452,8.31910056E-27,10.3847/1538-4357/ab1f65
(4He)(2H)+,,InChI=1S/HHe/h1H/q+1/i1D,HSFAAVLNFOAYQX-MICDWDOJSA-N,6.016156198,9.99006241E-27,10.3847/1538-4357/ab1f65
(1H)(19F),[1H][19F],InChI=1S/FH/h1H/i1+0/hH,KRHYYFGTRYWZRS-LEAUUUNSSA-N,20.00622825,3.32211236E-26,10.5281/zenodo.5716696
(1H)(14N)(16O)3,[N+](=O)(O)[O-],"InChI=1S/HNO3/c2-1(3)4/h(H,2,3,4)",GRYLNZFGIOXLOG-UHFFFAOYSA-N,62.99564289,1.04606726E-25,10.5281/zenodo.5716872
(39K)(35Cl),[39K][35Cl],InChI=1S/ClH.K/h1H;/q;+1/p-1/i2*1+0,WCUXLLCKKVVCTQ-MHGBRSHDSA-M,73.93255936,1.22767903E-25,10.5281/zenodo.5716977
(39K)(37Cl),[39K][37Cl],InChI=1S/ClH.K/h1H;/q;+1/p-1/i1+2;1+0,WCUXLLCKKVVCTQ-OJTQQMQBSA-M,75.92960927,1.26084083E-25,10.5281/zenodo.5716979
(41K)(35Cl),[41K][35Cl],InChI=1S/ClH.K/h1H;/q;+1/p-1/i1+0;1+2,WCUXLLCKKVVCTQ-WMSMEIEASA-M,75.93067844,1.26085858E-25,10.5281/zenodo.5716981
(41K)(37Cl),[41K][37Cl],InChI=1S/ClH.K/h1H;/q;+1/p-1/i2*1+2,WCUXLLCKKVVCTQ-YAZWTTIFSA-M,77.92772835,1.29402037E-25,10.5281/zenodo.5716983
